isolate	base|NGA50	base|NG50	base|Genome fraction (%)	base|# misassemblies	base|# local misassemblies	base|# mismatches per 100 kbp	base|# indels per 100 kbp	base|Largest alignment	base|# contigs	base|Duplication ratio	model|NGA50	model|NG50	model|Genome fraction (%)	model|# misassemblies	model|# local misassemblies	model|# mismatches per 100 kbp	model|# indels per 100 kbp	model|Largest alignment	model|# contigs	model|Duplication ratio	careful|NGA50	careful|NG50	careful|Genome fraction (%)	careful|# misassemblies	careful|# local misassemblies	careful|# mismatches per 100 kbp	careful|# indels per 100 kbp	careful|Largest alignment	careful|# contigs	careful|Duplication ratio	aggressive|NGA50	aggressive|NG50	aggressive|Genome fraction (%)	aggressive|# misassemblies	aggressive|# local misassemblies	aggressive|# mismatches per 100 kbp	aggressive|# indels per 100 kbp	aggressive|Largest alignment	aggressive|# contigs	aggressive|Duplication ratio	spades|NGA50	spades|NG50	spades|Genome fraction (%)	spades|# misassemblies	spades|# local misassemblies	spades|# mismatches per 100 kbp	spades|# indels per 100 kbp	spades|Largest alignment	spades|# contigs	spades|Duplication ratio
GCF045347315v1	256480.0	256480.0	98.935	0.0	1.0	13.81	3.28	366909.0	78.0	1.013	284994.0	284994.0	98.942	0.0	1.0	13.86	3.29	366909.0	72.0	1.012	273544.0	273544.0	98.807	1.0	1.0	14.45	3.29	366186.0	83.0	1.012	284994.0	284994.0	99.072	1.0	1.0	16.47	3.45	366909.0	55.0	1.013	321339.0	321339.0	98.265	0.0	0.0	13.8	3.35	539925.0	47.0	1.001
GCF045347525v1	77166.0	77166.0	97.324	0.0	1.0	9.73	1.89	302146.0	72.0	1.001	77166.0	77166.0	97.329	0.0	1.0	9.76	1.92	302146.0	71.0	1.001	77166.0	77166.0	97.103	0.0	2.0	9.22	1.89	302048.0	79.0	1.002	77166.0	77166.0	97.606	0.0	1.0	9.73	1.92	302146.0	72.0	1.002	106210.0	106210.0	96.998	0.0	0.0	8.96	1.76	349751.0	66.0	1.0
GCF045348345v1	223616.0	249026.0	99.06	3.0	0.0	1.12	0.28	331455.0	31.0	1.005	223616.0	249026.0	99.06	3.0	0.0	1.12	0.28	331455.0	31.0	1.005	249026.0	249026.0	99.074	1.0	0.0	0.38	0.21	331455.0	31.0	1.005	242532.0	242532.0	99.174	2.0	0.0	4.56	0.28	332278.0	36.0	1.007	191771.0	191771.0	98.485	0.0	1.0	3.99	0.14	324049.0	45.0	1.001
GCF046268025v1	48982.0	48982.0	98.775	4.0	0.0	1.34	0.35	201259.0	127.0	1.002	53876.0	55432.0	98.811	4.0	0.0	1.37	0.39	249669.0	115.0	1.002	51574.0	53876.0	98.8	4.0	0.0	1.27	0.35	249669.0	127.0	1.002	51574.0	53876.0	98.852	5.0	0.0	2.67	0.53	249669.0	118.0	1.004	158959.0	158959.0	98.926	2.0	0.0	0.35	0.14	429253.0	39.0	1.0
GCF046268045v1	107706.0	107706.0	97.487	2.0	0.0	1.93	0.03	339427.0	102.0	1.009	113416.0	113416.0	97.574	2.0	0.0	1.93	0.03	339427.0	94.0	1.007	83883.0	83883.0	97.492	1.0	0.0	0.96	0.03	290549.0	131.0	1.012	113416.0	113416.0	97.582	2.0	0.0	1.69	0.03	339427.0	93.0	1.008	124890.0	124890.0	97.211	0.0	0.0	1.08	0.07	296547.0	182.0	1.002
GCF046741595v1	384195.0	384195.0	99.116	1.0	0.0	1.55	0.68	683428.0	18.0	1.0	384195.0	384195.0	99.126	0.0	0.0	7.74	0.32	683428.0	16.0	1.0	336183.0	336258.0	99.121	0.0	0.0	7.74	0.32	578203.0	17.0	1.0	384759.0	384759.0	99.341	0.0	0.0	1.36	0.43	683428.0	21.0	1.002	278485.0	278485.0	98.686	0.0	0.0	2.03	0.47	551922.0	30.0	1.0
GCF046741605v1	457596.0	468867.0	99.436	1.0	0.0	1.28	0.18	530206.0	22.0	1.003	457596.0	468867.0	99.436	1.0	0.0	1.28	0.18	530206.0	22.0	1.003	424205.0	424205.0	99.412	2.0	0.0	3.07	0.18	530206.0	22.0	1.003	469270.0	469270.0	99.516	0.0	0.0	1.2	0.15	988821.0	21.0	1.006	477034.0	477034.0	99.022	1.0	1.0	3.38	0.55	997127.0	16.0	1.0
GCF046741615v1	246761.0	246943.0	98.682	0.0	0.0	0.33	0.04	481784.0	29.0	1.001	246761.0	246943.0	98.682	0.0	0.0	0.33	0.04	481784.0	28.0	1.001	246731.0	246918.0	98.73	0.0	0.0	0.48	0.04	481784.0	30.0	1.0	203919.0	203919.0	98.744	0.0	0.0	0.41	0.04	306325.0	32.0	1.001	319579.0	319579.0	98.377	0.0	1.0	2.24	0.34	603431.0	19.0	1.0
GCF046741625v1	388970.0	388970.0	99.124	0.0	0.0	0.18	0.07	1036896.0	22.0	1.0	388970.0	388970.0	99.124	0.0	0.0	0.18	0.07	1036896.0	22.0	1.0	329305.0	329305.0	99.116	0.0	0.0	0.59	0.22	913356.0	23.0	1.0	314676.0	314676.0	99.336	0.0	0.0	0.62	0.11	934989.0	25.0	1.004	445579.0	445579.0	98.945	0.0	0.0	3.18	0.78	658273.0	16.0	1.0
GCF046741635v1	101737.0	101737.0	98.403	0.0	1.0	1.78	0.37	327403.0	98.0	1.015	127856.0	127856.0	98.424	0.0	1.0	1.75	0.37	327403.0	93.0	1.014	127856.0	127856.0	98.419	0.0	1.0	1.72	0.37	339613.0	92.0	1.014	114367.0	114367.0	98.57	0.0	1.0	2.32	0.37	327403.0	92.0	1.017	99448.0	99448.0	96.982	1.0	1.0	7.04	0.97	338351.0	132.0	1.001
GCF046741695v1	244950.0	244950.0	98.644	0.0	0.0	0.07	0.15	437209.0	29.0	1.001	319213.0	319213.0	98.653	0.0	0.0	0.07	0.18	467920.0	26.0	1.0	319213.0	319213.0	98.699	0.0	0.0	0.07	0.18	437209.0	27.0	1.0	159159.0	159159.0	98.707	0.0	0.0	0.18	0.15	329240.0	31.0	1.001	214181.0	214181.0	98.398	0.0	0.0	1.51	0.18	318648.0	32.0	1.0
GCF046741715v1	241364.0	241364.0	99.025	0.0	1.0	1.4	0.14	450930.0	35.0	1.004	241364.0	241364.0	99.025	0.0	1.0	1.4	0.11	450930.0	36.0	1.004	246015.0	246015.0	99.031	0.0	1.0	1.11	0.11	512584.0	35.0	1.004	238436.0	238436.0	99.107	0.0	0.0	1.64	0.11	450930.0	44.0	1.006	183829.0	183829.0	98.595	2.0	1.0	2.53	0.18	489189.0	35.0	1.0
GCF046741755v1	304910.0	304910.0	97.245	0.0	1.0	2.44	0.68	897572.0	41.0	1.001	304912.0	304912.0	97.236	0.0	1.0	2.44	0.68	898542.0	38.0	1.001	305369.0	305383.0	97.308	1.0	1.0	2.4	0.82	566198.0	36.0	1.001	304912.0	304912.0	97.31	1.0	1.0	2.65	0.72	898542.0	40.0	1.002	308411.0	308411.0	96.819	0.0	0.0	3.64	0.94	746551.0	30.0	1.0
GCF046741795v1	146506.0	146509.0	99.035	0.0	3.0	8.02	0.5	292149.0	36.0	1.008	174182.0	174215.0	99.035	0.0	3.0	8.02	0.5	292149.0	33.0	1.007	162024.0	162024.0	99.047	0.0	3.0	8.09	0.53	313755.0	34.0	1.007	144174.0	144174.0	99.28	0.0	3.0	1.31	0.32	292149.0	44.0	1.01	164109.0	210123.0	98.291	1.0	1.0	3.84	0.83	347136.0	39.0	1.0
GCF046741805v1	240274.0	240274.0	99.036	0.0	0.0	0.49	0.07	551977.0	42.0	1.002	240274.0	240274.0	99.0	0.0	0.0	0.49	0.07	551977.0	42.0	1.002	304625.0	304625.0	99.023	0.0	0.0	0.42	0.25	894714.0	42.0	1.003	235654.0	235677.0	99.244	0.0	0.0	1.47	0.07	348875.0	39.0	1.009	239687.0	317814.0	98.376	1.0	1.0	1.14	0.46	894174.0	31.0	1.001
GCF046741855v1	316110.0	316110.0	99.279	1.0	0.0	1.12	0.18	1098266.0	24.0	1.001	316110.0	316110.0	99.28	1.0	0.0	1.12	0.18	1098266.0	23.0	1.001	315570.0	315570.0	99.278	1.0	0.0	1.16	0.22	749711.0	26.0	1.001	315450.0	315450.0	99.353	2.0	0.0	1.7	0.29	623821.0	26.0	1.001	221801.0	221801.0	99.127	1.0	0.0	1.63	0.29	527245.0	22.0	1.0
GCF046741885v1	134441.0	134441.0	98.422	1.0	0.0	0.58	0.14	310250.0	71.0	1.003	134441.0	134441.0	98.488	1.0	0.0	0.65	0.14	310250.0	66.0	1.003	134441.0	134441.0	98.513	1.0	1.0	0.75	0.14	310250.0	68.0	1.003	168220.0	168220.0	98.642	1.0	1.0	5.72	0.34	434432.0	53.0	1.009	134571.0	134571.0	97.313	0.0	0.0	1.59	0.17	309661.0	64.0	1.0
GCF046741905v1	160697.0	160697.0	98.889	1.0	2.0	1.18	0.15	324171.0	44.0	1.002	180951.0	180951.0	98.983	1.0	2.0	1.18	0.15	323949.0	37.0	1.001	180951.0	180951.0	98.986	1.0	2.0	1.14	0.18	323949.0	37.0	1.001	182537.0	182537.0	99.291	1.0	2.0	2.18	0.22	325040.0	34.0	1.011	164039.0	164039.0	97.877	0.0	1.0	1.49	0.34	312420.0	42.0	1.0
GCF046741915v1	164724.0	164724.0	98.883	1.0	0.0	0.73	0.15	502926.0	44.0	1.001	197176.0	197176.0	98.93	1.0	0.0	0.76	0.15	502926.0	38.0	1.001	197176.0	197176.0	98.948	0.0	0.0	0.8	0.18	502664.0	41.0	1.001	198499.0	198499.0	99.481	0.0	0.0	1.43	0.14	504022.0	40.0	1.012	146362.0	146362.0	98.16	0.0	0.0	0.73	0.26	502515.0	37.0	1.0
GCF046741935v1	287467.0	287467.0	98.569	0.0	0.0	2.55	0.89	437170.0	26.0	1.001	287467.0	287467.0	98.565	0.0	0.0	2.47	0.89	654330.0	23.0	1.0	200518.0	200518.0	98.569	0.0	0.0	3.1	1.07	462877.0	27.0	1.001	221603.0	221603.0	98.668	0.0	0.0	2.03	0.88	654330.0	25.0	1.0	143089.0	143089.0	98.311	0.0	1.0	2.63	0.37	355193.0	39.0	1.0
GCF046741945v1	467174.0	467174.0	99.077	0.0	0.0	0.07	0.32	972260.0	30.0	1.002	467174.0	467174.0	99.077	0.0	0.0	0.07	0.32	972260.0	30.0	1.002	467174.0	467174.0	99.06	0.0	0.0	0.07	0.36	972260.0	27.0	1.002	468200.0	468200.0	99.52	0.0	0.0	0.29	0.32	1014440.0	34.0	1.004	249277.0	249277.0	98.773	0.0	0.0	1.88	0.51	599988.0	31.0	1.001
GCF046741965v1	304886.0	304886.0	98.929	0.0	0.0	0.7	0.15	806121.0	28.0	1.001	554359.0	554559.0	98.939	0.0	0.0	0.7	0.15	1108363.0	23.0	1.001	304894.0	304894.0	98.94	1.0	0.0	1.1	0.22	821795.0	25.0	1.001	304890.0	304890.0	98.958	0.0	0.0	1.39	0.11	806313.0	28.0	1.003	148123.0	148123.0	98.235	1.0	1.0	5.72	0.92	294382.0	38.0	1.001
GCF046741995v1	150680.0	150680.0	98.991	0.0	0.0	0.67	0.39	349536.0	48.0	1.001	160450.0	160490.0	98.998	0.0	0.0	0.67	0.39	349536.0	43.0	1.001	160450.0	160490.0	99.039	0.0	0.0	0.39	0.32	348693.0	43.0	1.001	167659.0	167659.0	99.249	0.0	0.0	1.95	0.38	349939.0	43.0	1.01	125405.0	125405.0	98.191	0.0	0.0	2.48	0.53	339811.0	64.0	1.0
GCF046742015v1	325385.0	325385.0	98.622	0.0	0.0	0.0	0.11	568996.0	28.0	1.0	325385.0	325385.0	98.631	0.0	0.0	0.21	0.21	568996.0	26.0	1.0	325385.0	325385.0	98.65	0.0	0.0	0.18	0.18	775425.0	25.0	1.0	326889.0	326889.0	98.989	0.0	0.0	0.39	0.21	722730.0	30.0	1.001	187286.0	187286.0	98.525	0.0	0.0	2.08	0.14	295347.0	34.0	1.0
GCF046742035v1	397940.0	397940.0	98.639	0.0	0.0	0.31	0.21	718213.0	36.0	1.002	451065.0	451077.0	98.699	0.0	0.0	0.31	0.21	1196237.0	32.0	1.002	451065.0	451077.0	98.668	0.0	0.0	0.21	0.21	1196237.0	31.0	1.002	451065.0	451077.0	98.813	0.0	0.0	0.56	0.21	718702.0	32.0	1.003	146588.0	146588.0	98.258	2.0	1.0	3.26	0.88	511204.0	41.0	1.001
GCF046742045v1	234414.0	234414.0	99.034	1.0	0.0	0.59	0.11	377241.0	31.0	1.004	234414.0	282605.0	99.036	1.0	0.0	0.59	0.15	377241.0	29.0	1.004	266162.0	266162.0	99.062	1.0	0.0	0.62	0.11	470228.0	29.0	1.004	234414.0	234414.0	99.293	0.0	0.0	0.51	0.11	374380.0	32.0	1.006	168746.0	187397.0	98.602	2.0	0.0	3.51	0.89	511137.0	40.0	1.0
GCF046742085v1	405749.0	405749.0	99.087	1.0	0.0	0.5	0.79	1030104.0	57.0	1.002	405749.0	405749.0	99.087	1.0	0.0	0.5	0.83	1030104.0	56.0	1.002	400870.0	402094.0	99.084	1.0	0.0	0.43	0.83	836483.0	56.0	1.002	406818.0	406818.0	99.303	1.0	0.0	0.57	0.82	1030104.0	55.0	1.005	231361.0	231361.0	98.783	0.0	1.0	1.77	0.29	1074397.0	48.0	1.0
GCF046742095v1	249920.0	249920.0	98.584	0.0	0.0	0.15	0.18	479855.0	28.0	1.001	319618.0	319618.0	98.584	0.0	0.0	0.15	0.18	611690.0	26.0	1.0	257839.0	257846.0	98.595	0.0	0.0	0.52	0.26	479855.0	27.0	1.0	210314.0	231145.0	98.608	1.0	0.0	4.27	1.07	380343.0	29.0	1.001	147116.0	157466.0	98.249	3.0	1.0	5.8	1.11	319778.0	28.0	1.0
GCF046742105v1	434655.0	434655.0	98.728	0.0	1.0	2.45	0.07	972940.0	30.0	1.0	434655.0	434655.0	98.728	0.0	1.0	2.31	0.11	972940.0	28.0	1.0	434655.0	434655.0	98.734	0.0	1.0	2.45	0.14	972940.0	29.0	1.001	293572.0	293572.0	98.896	0.0	1.0	5.38	0.22	899175.0	36.0	1.004	293730.0	293730.0	98.368	1.0	0.0	4.6	1.23	582506.0	29.0	1.0
GCF046742115v1	516933.0	516933.0	98.985	0.0	1.0	7.29	0.18	868211.0	25.0	1.001	516933.0	516933.0	98.998	0.0	1.0	7.29	0.18	975806.0	24.0	1.001	459433.0	459433.0	99.008	0.0	1.0	7.33	0.15	975740.0	26.0	1.001	515480.0	515480.0	99.106	0.0	1.0	0.44	0.15	982336.0	29.0	1.003	459951.0	459951.0	98.658	0.0	0.0	3.46	0.4	730294.0	25.0	1.0
GCF046742125v1	22546.0	22546.0	97.849	0.0	0.0	36.32	2.08	99971.0	369.0	1.03	50934.0	50934.0	97.946	2.0	0.0	37.13	2.12	139981.0	294.0	1.03	42441.0	42500.0	97.906	2.0	2.0	43.06	2.39	139981.0	342.0	1.04	50934.0	50934.0	97.989	2.0	0.0	37.15	2.12	139981.0	294.0	1.03	87317.0	87317.0	98.075	0.0	2.0	7.46	0.49	302213.0	133.0	1.003
GCF046742135v1	200380.0	200380.0	98.442	1.0	0.0	4.04	0.18	391095.0	77.0	1.008	200380.0	200380.0	98.33	1.0	0.0	7.04	0.43	391095.0	74.0	1.01	200380.0	200380.0	98.363	0.0	0.0	8.18	0.61	386973.0	80.0	1.01	202109.0	202109.0	98.666	2.0	0.0	6.4	0.39	391706.0	60.0	1.016	181778.0	181778.0	97.158	2.0	0.0	2.74	0.36	382685.0	74.0	1.001
GCF046742145v1	248358.0	248358.0	98.918	27.0	19.0	193.43	12.97	605181.0	646.0	1.456	248358.0	248358.0	98.921	30.0	19.0	200.12	14.18	796394.0	638.0	1.458	248369.0	248369.0	98.942	26.0	21.0	206.48	13.87	797464.0	686.0	1.489	248469.0	248469.0	99.05	30.0	21.0	201.11	14.14	796394.0	640.0	1.457	67253.0	67253.0	98.5	1.0	1.0	18.88	2.11	245194.0	155.0	1.006
GCF046742155v1	119674.0	119674.0	98.613	0.0	0.0	0.93	0.25	311332.0	50.0	1.003	119674.0	119674.0	98.626	0.0	0.0	0.93	0.25	311332.0	48.0	1.003	119674.0	145111.0	98.618	2.0	0.0	4.06	0.79	311332.0	45.0	1.003	235107.0	257216.0	98.936	1.0	0.0	5.04	0.75	369983.0	42.0	1.012	92711.0	92711.0	97.214	1.0	0.0	4.02	1.5	228699.0	49.0	1.0
GCF047801365v1	197533.0	197533.0	98.798	0.0	0.0	0.0	0.04	483642.0	43.0	1.002	198455.0	198455.0	98.803	0.0	0.0	0.0	0.04	621402.0	38.0	1.002	175080.0	175080.0	98.824	0.0	0.0	0.04	0.04	487631.0	39.0	1.002	199615.0	199615.0	99.06	0.0	0.0	0.43	0.07	483642.0	39.0	1.007	196476.0	196476.0	98.187	0.0	0.0	0.07	0.0	483838.0	39.0	1.0
GCF047801375v1	96039.0	96039.0	98.113	0.0	0.0	0.4	0.29	214448.0	59.0	1.002	104289.0	104289.0	98.1	1.0	0.0	0.4	0.33	214448.0	54.0	1.002	104289.0	104289.0	98.085	1.0	0.0	0.4	0.25	214448.0	62.0	1.002	111607.0	111607.0	99.416	0.0	0.0	0.82	0.46	260967.0	56.0	1.01	95857.0	95857.0	97.481	0.0	1.0	0.55	0.15	213855.0	55.0	1.001
GCF047801595v1	243662.0	243662.0	99.062	0.0	0.0	6.07	0.76	591251.0	57.0	1.008	247472.0	247472.0	98.961	0.0	0.0	7.88	0.76	628906.0	54.0	1.008	247472.0	247472.0	99.078	0.0	0.0	6.67	0.76	628906.0	54.0	1.007	248523.0	248523.0	99.216	0.0	0.0	14.48	0.82	591251.0	46.0	1.013	222157.0	222157.0	98.236	0.0	0.0	0.53	0.0	443457.0	70.0	1.001
GCF047801755v1	224459.0	224459.0	98.79	1.0	0.0	1.19	0.07	607411.0	46.0	1.006	226090.0	226090.0	98.79	1.0	0.0	1.19	0.07	607411.0	42.0	1.006	224459.0	224459.0	98.787	1.0	0.0	0.03	0.07	607411.0	44.0	1.006	226009.0	226009.0	98.846	1.0	0.0	2.72	0.07	608234.0	42.0	1.01	222236.0	222236.0	98.238	0.0	0.0	0.66	0.03	625316.0	40.0	1.001
GCF047801845v1	219572.0	219572.0	99.087	1.0	0.0	0.03	0.07	459230.0	43.0	1.008	324292.0	324292.0	99.087	2.0	0.0	0.21	0.07	485252.0	39.0	1.006	324857.0	324857.0	99.078	2.0	0.0	0.21	0.07	485252.0	41.0	1.006	325022.0	325022.0	99.196	2.0	0.0	0.55	0.07	486905.0	38.0	1.007	226422.0	226422.0	98.714	0.0	1.0	0.07	0.1	460091.0	35.0	1.001
GCF047801865v1	176721.0	176721.0	97.639	0.0	0.0	0.0	0.07	430405.0	51.0	1.009	389241.0	389241.0	97.607	0.0	0.0	0.0	0.07	454438.0	46.0	1.008	389241.0	389241.0	97.607	0.0	0.0	0.0	0.07	454438.0	46.0	1.008	389917.0	389917.0	97.815	2.0	0.0	0.8	0.1	548767.0	43.0	1.009	174682.0	174682.0	97.113	0.0	0.0	0.04	0.07	427875.0	37.0	1.001
GCF047801975v1	443839.0	443839.0	98.755	1.0	0.0	0.82	0.07	607301.0	64.0	1.011	443844.0	443844.0	98.758	1.0	0.0	0.82	0.07	607301.0	61.0	1.01	282277.0	282277.0	98.725	1.0	0.0	0.17	0.07	583400.0	66.0	1.011	444667.0	444667.0	98.771	2.0	0.0	3.6	0.17	608124.0	52.0	1.01	443652.0	443652.0	97.99	0.0	0.0	0.38	0.03	625210.0	51.0	1.001
GCF047802145v1	1013268.0	1013268.0	99.182	0.0	0.0	0.0	0.0	1342020.0	13.0	1.0	1013268.0	1013268.0	99.182	0.0	0.0	0.0	0.0	1342020.0	13.0	1.0	577672.0	577672.0	99.111	0.0	0.0	0.04	0.04	841343.0	16.0	1.0	566170.0	566170.0	99.245	0.0	0.0	1.55	0.0	1013268.0	19.0	1.001	565803.0	565803.0	99.08	0.0	0.0	0.11	0.0	1013170.0	20.0	1.0
GCF047802195v1	212588.0	212588.0	99.169	2.0	0.0	2.09	0.38	719180.0	57.0	1.012	689866.0	692352.0	99.165	2.0	0.0	2.09	0.38	755415.0	52.0	1.01	422314.0	422314.0	99.224	1.0	0.0	2.09	0.38	689866.0	58.0	1.009	689866.0	692352.0	99.256	2.0	0.0	6.84	0.73	756224.0	49.0	1.013	213441.0	213441.0	98.273	0.0	0.0	0.14	0.11	717287.0	46.0	1.001
GCF047824245v1	357806.0	357806.0	98.921	0.0	0.0	0.11	0.04	745667.0	27.0	1.002	745667.0	745667.0	98.893	0.0	0.0	0.11	0.04	1023755.0	25.0	1.003	745667.0	745667.0	98.909	0.0	0.0	0.11	0.04	1023755.0	25.0	1.002	745667.0	745667.0	99.057	0.0	0.0	0.63	0.1	1023755.0	30.0	1.004	320445.0	320445.0	98.72	0.0	1.0	0.42	0.18	654442.0	26.0	1.0
GCF048820375v1	249070.0	249070.0	99.145	0.0	0.0	0.47	0.14	550149.0	33.0	1.005	435419.0	435419.0	99.145	0.0	0.0	0.47	0.14	597418.0	32.0	1.004	435385.0	435385.0	99.139	0.0	0.0	0.47	0.18	597390.0	32.0	1.004	249070.0	249070.0	99.45	0.0	0.0	0.46	0.18	549902.0	36.0	1.006	196680.0	196680.0	98.398	0.0	0.0	1.45	0.22	370643.0	43.0	1.0
GCF052377705v1	65112.0	65112.0	98.518	0.0	1.0	0.81	0.7	163012.0	84.0	1.001	112511.0	112511.0	98.534	1.0	2.0	2.59	0.81	239915.0	64.0	1.001	110978.0	110978.0	98.527	1.0	1.0	1.92	0.33	242368.0	58.0	1.001	108640.0	108640.0	98.664	1.0	2.0	4.6	0.77	240114.0	71.0	1.003	112356.0	112356.0	98.549	1.0	0.0	4.8	0.44	248018.0	50.0	1.0
GCF054392195v1	51317.0	52028.0	96.93	9.0	0.0	5.16	1.54	256508.0	104.0	1.003	61339.0	76870.0	96.962	9.0	1.0	5.22	1.61	256508.0	87.0	1.003	60579.0	77884.0	97.099	6.0	0.0	4.34	1.54	271498.0	89.0	1.002	55656.0	61339.0	97.176	7.0	0.0	7.44	1.36	256508.0	110.0	1.005	91967.0	109357.0	96.711	5.0	0.0	4.23	1.27	204886.0	58.0	1.0
GCF055379745v1	60174.0	60174.0	97.107	0.0	0.0	0.04	0.04	164765.0	78.0	1.001	70671.0	70671.0	97.112	0.0	0.0	0.04	0.04	164765.0	75.0	1.001	64758.0	64758.0	97.355	0.0	0.0	0.04	0.04	164765.0	79.0	1.001	70671.0	70671.0	97.412	0.0	0.0	0.55	0.04	165478.0	80.0	1.001	36798.0	36798.0	96.286	0.0	0.0	0.37	0.04	79102.0	154.0	1.002
GCF055391865v1	207712.0	207712.0	98.555	0.0	0.0	0.0	0.0	302748.0	42.0	1.003	207712.0	207712.0	98.555	0.0	0.0	0.0	0.0	302748.0	42.0	1.003	207712.0	207712.0	98.555	0.0	0.0	0.0	0.0	302748.0	43.0	1.003	224854.0	224854.0	98.796	0.0	0.0	0.22	0.0	303878.0	42.0	1.008	207484.0	207484.0	97.89	0.0	0.0	0.37	0.15	302662.0	45.0	1.001
GCF055392225v1	114753.0	114753.0	98.517	0.0	0.0	0.04	0.04	322529.0	63.0	1.003	114753.0	114753.0	98.537	0.0	0.0	0.04	0.04	322529.0	60.0	1.002	109483.0	109483.0	98.525	0.0	0.0	0.0	0.07	319355.0	63.0	1.003	215564.0	215564.0	99.145	0.0	0.0	0.84	0.28	463291.0	50.0	1.008	114669.0	114669.0	97.792	0.0	0.0	0.0	0.0	312056.0	59.0	1.001
GCF055393085v1	571516.0	571516.0	98.975	0.0	0.0	0.36	0.47	836724.0	19.0	1.0	571516.0	665595.0	98.978	1.0	0.0	0.55	0.47	836724.0	17.0	1.0	323571.0	538617.0	98.947	1.0	0.0	0.62	0.47	836724.0	25.0	1.0	349760.0	665595.0	98.992	1.0	0.0	0.55	0.47	836724.0	18.0	1.0	330269.0	330269.0	98.964	0.0	0.0	0.44	0.47	673363.0	15.0	1.0
GCF055394555v1	212410.0	212410.0	98.654	0.0	0.0	0.98	0.49	342975.0	32.0	1.002	212410.0	212410.0	98.662	1.0	1.0	1.68	0.49	463595.0	31.0	1.002	314317.0	314896.0	98.696	0.0	0.0	0.56	0.28	565314.0	26.0	1.002	170974.0	170974.0	98.787	2.0	1.0	3.05	0.6	608190.0	37.0	1.002	116059.0	116059.0	98.308	0.0	0.0	2.68	0.81	261492.0	41.0	1.0
GCF055396015v1	270913.0	270913.0	98.842	0.0	0.0	0.59	0.55	560764.0	22.0	1.001	270913.0	270913.0	98.842	0.0	0.0	0.59	0.55	560764.0	22.0	1.001	270971.0	270971.0	98.901	0.0	0.0	0.48	0.26	494389.0	19.0	1.0	273170.0	273170.0	99.226	0.0	0.0	0.84	0.62	494406.0	29.0	1.003	244821.0	244821.0	98.411	0.0	1.0	2.62	0.81	308297.0	27.0	1.0
GCF055396615v1	315045.0	315045.0	98.802	0.0	0.0	0.76	0.36	607026.0	25.0	1.0	315045.0	315045.0	98.802	0.0	0.0	0.76	0.36	607026.0	24.0	1.0	315647.0	542221.0	98.866	1.0	0.0	0.47	0.33	1135617.0	16.0	1.0	272435.0	272435.0	98.866	1.0	1.0	2.28	0.51	608191.0	29.0	1.0	162715.0	162715.0	98.589	0.0	1.0	3.38	0.8	347145.0	32.0	1.0
GCF057501925v1	320102.0	320102.0	98.782	1.0	0.0	5.81	0.92	910354.0	22.0	1.0	320102.0	320102.0	98.782	1.0	0.0	5.81	0.92	910354.0	22.0	1.0	319718.0	319718.0	98.767	1.0	0.0	5.59	0.92	590085.0	23.0	1.0	320318.0	320318.0	98.884	2.0	0.0	6.39	0.92	723052.0	26.0	1.001	212871.0	212871.0	98.418	2.0	1.0	7.05	1.14	385808.0	31.0	1.0
GCF057584795v1	613710.0	613710.0	99.185	0.0	0.0	0.04	0.29	1346589.0	13.0	1.0	932385.0	932385.0	99.188	0.0	0.0	0.04	0.29	1346589.0	12.0	1.0	932385.0	932385.0	99.188	0.0	0.0	0.04	0.29	1346589.0	12.0	1.0	321895.0	321895.0	99.489	0.0	0.0	0.36	0.25	1345438.0	18.0	1.003	338648.0	338648.0	98.906	1.0	0.0	1.2	0.22	460455.0	20.0	1.0
GCF900607255v1	17560.0	17560.0	96.786	0.0	0.0	8.76	2.31	69878.0	374.0	1.004	18830.0	18830.0	96.788	0.0	0.0	9.0	2.35	69878.0	359.0	1.004	18155.0	18155.0	96.963	0.0	1.0	5.52	1.92	69878.0	358.0	1.005	19084.0	19084.0	97.414	1.0	1.0	16.01	2.51	69878.0	356.0	1.015	37115.0	37770.0	96.621	3.0	0.0	6.27	1.65	113839.0	182.0	1.001
GCF900607265v1	46530.0	46530.0	98.031	0.0	2.0	2.7	0.56	168947.0	169.0	1.005	46530.0	46530.0	98.063	0.0	2.0	2.54	0.56	172514.0	159.0	1.004	46530.0	46530.0	98.073	0.0	1.0	0.59	0.3	172514.0	163.0	1.004	46530.0	46530.0	98.511	0.0	2.0	4.46	0.72	144585.0	169.0	1.011	109546.0	109546.0	97.465	1.0	0.0	1.83	0.43	248564.0	96.0	1.001
GCF900607275v1	45812.0	45812.0	98.266	0.0	0.0	0.8	0.48	112938.0	146.0	1.003	45812.0	45812.0	98.231	0.0	0.0	0.76	0.48	150619.0	141.0	1.003	50361.0	50361.0	98.389	0.0	1.0	1.24	0.28	150619.0	137.0	1.004	49056.0	49056.0	98.313	1.0	0.0	5.09	0.69	150619.0	140.0	1.01	64471.0	64471.0	96.925	1.0	0.0	1.76	0.42	350004.0	91.0	1.0
